# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-129.89900871778067,30.0,-0.3388950222526195,-2.950766267834347,0.0,0.0
 0.178746811071627,0.015975211234137955,0.0893734055358135,0.5,-129.89900871778067,29.68383027425169,-0.3388950222526195,-2.950766267834347,0.0,0.0
 0.2528026256851508,0.03195458377665322,0.21577471837838885,1.7068384636942802,-130.20924423913755,29.367660548503384,-0.33672315727357494,-2.9697987156479932,-4.189212190506982,-56.56830881368719
 0.3096392451858646,0.04793823107963599,0.28122093543550775,1.1514797613235412,-130.51757293793122,29.051490822755074,-0.33455465681788993,-2.989048215653252,-5.424824725717139,-21.739726008768674
 0.3575647029253621,0.06392625838905121,0.33360197405561315,1.092968979134776,-130.8239989421654,28.735321097006768,-0.3323901470822489,-3.008512763624588,-6.393804434790303,-20.218475832617557
 0.399796855463258,0.0799187628191546,0.37868077919431015,1.0674048664284093,-131.12852675974793,28.419151371258458,-0.33023023509331595,-3.02819031612118,-7.210805021347328,-19.345463999826006
 0.43798592084066656,0.0959158334273233,0.41889138815196175,1.052935141519303,-131.4311612670672,28.102981645510148,-0.3280755087271789,-3.048078791006555,-7.924637702663013,-18.69206994884889
 0.47311214587928535,0.11191755128925107,0.4555490333599761,1.0435976301954415,-131.73190769772916,27.786811919761842,-0.3259265369250631,-3.068176066405785,-8.561877353210987,-18.141421398040176
 0.505814174523539,0.1279239895744646,0.48946316020141256,1.0370649237198242,-132.030771631328,27.470642194013532,-0.3237838700915524,-3.088479978070687,-9.139002868904775,-17.648003491526506
 0.5365355787309956,0.14393521362210218,0.5211748766272681,1.0322352523898861,-132.32775898243463,27.154472468265226,-0.3216480401141418,-3.1089883204173563,-9.667115119514635,-17.190368221569756
 0.5655992945839405,0.1599512810169256,0.5510674366574684,1.028518176459232,-132.62287598966418,26.838302742516916,-0.3195195606006585,-3.129698845729882,-10.154138883093347,-16.75710587190324
 0.5932490904595117,0.17597224166551895,0.5794241925217254,1.0255683619462257,-132.9161292049233,26.522133016768606,-0.3173989273641643,-3.1506092610472516,-10.605981200686314,-16.34161494812958
 0.6196743303907712,0.19199813787262537,0.6064617104251417,1.0231701953794752,-133.20752548277886,26.205963291020296,-0.31528661837343325,-3.1717172303696546,-11.027195159384247,-15.939834786501347
 0.6450255877367659,0.20802900441758015,0.6323499590637689,1.0211820378493912,-133.49707196998133,25.88979356527199,-0.3131830942641608,-3.1930203715163796,-11.42138566346969,-15.54915003644673
 0.6694249302660049,0.2240648686308228,0.6572252590013861,1.01950697678873,-133.78477609518092,25.57362383952368,-0.3110887985467192,-3.214516256038773,-11.791470399450294,-15.167815917052327
 0.6929729438736019,0.24010575047042312,0.6811989370698035,1.0180764487363452,-134.07064555878213,25.257454113775374,-0.30900415786717345,-3.2362024087386345,-12.139854697085594,-14.794636330722403
 0.7157536763420767,0.2561516625985992,0.7043633101078401,1.016840572184971,-134.35468832294544,24.941284388027064,-0.3069295823664505,-3.2580763062651816,-12.468552736677104,-14.428773967052186
 0.7378382078182034,0.2722026104581893,0.726795942080142,1.0157621861505806,-134.63691260182495,24.625114662278754,-0.30486546594303326,-3.2801353767857018,-12.779273999297358,-14.069633442581347
 0.7592872873281284,0.2882585923490541,0.7485627475731682,1.0148130358206833,-134.91732685192005,24.308944936530445,-0.30281218656988407,-3.3023769991807,-13.073486438676413,-13.716786272479357
 0.7801533176297439,0.30431959950434817,0.7697203024789337,1.0139712537524437,-135.19593976261766,23.99277521078214,-0.3007701066445002,-3.324798501940105,-13.352463629655066,-13.369921683524687
 0.8004818750810934,0.32038561616667166,0.7903175963554174,1.013219650522542,-135.47276024696345,23.67660548503383,-0.2987395733058361,-3.3473971624651315,-13.61732060960434,-13.02881331265793
 0.8203128911141595,0.3364566196640355,0.810397383097625,1.0125445266509099,-135.7477974325542,23.36043575928552,-0.29672091880666635,-3.37017020580058,-13.86904156257757,-12.693295822741014
 0.8396815830844765,0.35253258048562636,0.8299972370993183,1.011934829245597,-136.02106065263604,23.044266033537212,-0.2947144607159678,-3.3931148053293314,-14.108501518875562,-12.363248724538073
 0.8586191965677796,0.36861346235734976,0.8491503898261284,1.0113815420141017,-136.29255943742487,22.728096307788903,-0.2927205024000095,-3.4162280803736675,-14.336483582169294,-12.038584666158645
 0.8771536037856936,0.38469922231711484,0.8678864001767354,1.0108772366077103,-136.56230350555327,22.411926582040593,-0.2907393332431073,-3.439507096770531,-14.553692759467983,-11.719240585625675
 0.8953097908431892,0.40078981078983766,0.8862316973144438,1.0104157376003058,-136.83030275574427,22.095756856292287,-0.28877122908081804,-3.462948865034374,-14.76076718874604,-11.405171615731366
 0.9131102580325621,0.4168851716621461,0.9042100244378747,1.0099918688743252,-137.09656725868413,21.779587130543977,-0.2868164525062386,-3.4865503399887734,-14.958287336347137,-11.096346264384414
 0.9305753514431324,0.4329852423567548,0.9218428047378479,1.009601259235255,-137.3611072490696,21.46341740479567,-0.28487525311381395,-3.5103084212108726,-15.14678359666417,-10.79274275183372
